id,start,availability,production,quality,c1,c2,c3,c4,c5
,1288,85,77,84,0,20,5,13,0
,1296,91,81,89,0,20,5,2,0
,1304,99,89,97,0,3,0,0,0
,1312,87,78,84,0,18,9,9,0
,1320,75,67,74,0,29,13,22,0
,1328,81,73,78,0,15,2,23,0
,1336,85,76,82,0,12,11,14,0
,1344,84,75,80,4,12,12,7,4
,1352,90,80,85,0,17,3,2,0
,1360,86,77,83,0,10,11,13,0
,1368,83,74,80,0,11,7,16,0
,1376,87,78,85,0,9,6,10,0
,1384,78,70,75,0,7,4,27,0
,1392,80,72,78,0,5,12,15,0
,1400,88,79,84,0,7,3,12,0
,1408,86,77,85,0,23,6,12,0
,1416,89,80,87,0,20,0,12,0
,1424,85,77,83,0,11,4,29,0
,1432,78,70,77,0,15,19,23,0
,1440,83,73,79,0,12,15,10,0
,1448,85,76,81,0,7,8,13,0
,1456,81,73,79,0,17,0,28,0
,1464,87,78,86,0,11,0,20,0
,1472,83,75,82,0,24,0,25,0
,1480,80,73,79,0,24,11,23,0
,1488,86,76,82,0,9,9,22,0
,1496,90,80,86,0,8,6,16,0
,1504,92,83,91,0,4,0,19,0
,1512,89,80,87,2,8,0,24,2
,1520,86,78,85,0,15,0,26,0
,1528,84,75,82,0,18,5,25,0
,1536,81,72,77,0,23,17,9,0
,1544,78,69,73,0,29,12,10,0
,1552,80,72,76,0,20,5,10,0
,1560,85,77,84,0,11,14,2,0
,1568,85,75,81,0,16,4,7,0
,1576,82,73,79,0,12,14,17,0
,1584,83,74,79,0,24,8,17,0
,1592,95,85,91,0,5,7,3,0
,1600,90,80,87,0,5,14,10,0
,1608,91,81,88,0,10,8,8,0
,1616,89,79,85,0,18,10,6,0
,1624,87,78,84,0,15,14,2,0
,1632,76,67,72,0,31,19,14,0
,1640,77,68,72,0,24,14,30,0
,1648,87,77,83,0,11,5,23,0
,1656,93,83,89,0,7,0,15,0
,1664,92,82,90,0,14,6,4,0
,1672,90,80,87,0,11,2,10,0
,1680,76,68,74,4,21,11,26,4
,1688,82,73,79,0,8,0,36,0
,1696,89,80,86,0,2,4,16,0
,1704,74,66,71,0,18,19,32,0
,1712,88,78,83,0,7,13,14,0
,1720,90,81,86,0,15,0,16,0
,1728,85,76,84,0,15,8,17,0
,1736,85,76,83,0,14,0,19,0
,1744,88,79,86,0,5,5,13,0
,1752,89,79,87,0,17,0,14,0
,1760,85,77,84,0,24,0,21,0
,1768,85,76,84,0,10,0,34,0
,1776,73,66,72,0,18,0,46,0
,1784,71,64,70,0,35,0,28,0
,1792,85,76,84,0,4,0,29,0
,1800,80,72,79,0,13,0,30,0
,1808,88,79,86,0,17,3,10,0
,1816,82,74,81,0,22,6,16,0
,1824,73,65,70,0,26,4,43,0
,1832,88,79,86,0,1,8,20,0
,1840,95,84,91,0,10,0,0,0
,1848,92,83,90,2,5,3,13,2
,1856,85,77,83,0,7,3,25,0
,1864,80,72,78,0,7,4,40,0
,1872,80,71,77,0,16,9,21,0
,1880,80,71,78,0,18,0,27,0
,1888,78,71,76,0,30,4,29,0
,1896,83,74,79,0,22,18,9,0
,1904,85,76,82,0,24,8,11,0
,1912,87,78,85,0,13,2,21,0
,1920,87,78,86,0,17,0,10,0
,1928,86,78,85,0,10,0,20,0
,1936,84,76,83,0,4,0,38,0
,1944,82,73,80,0,14,2,38,0
,1952,81,73,80,0,18,8,24,0
,1960,88,79,86,0,16,4,7,0
,1968,79,71,77,0,33,2,19,0
,1976,84,76,81,0,19,10,6,0
,1984,85,76,81,0,12,16,1,0
,1992,85,76,80,0,20,6,11,0
,2000,80,71,77,0,19,13,20,0
,2008,76,67,71,0,14,21,37,0
,2016,83,74,78,4,3,26,16,4
,2024,90,80,83,0,19,10,0,0
,2032,93,84,88,0,16,5,0,0
,2040,86,77,85,0,24,10,7,0
,2048,84,75,81,0,19,9,15,0
,2056,78,70,75,0,17,7,32,0
,2064,85,76,82,0,9,11,17,0
,2072,93,83,89,0,15,1,1,0
,2080,89,80,87,0,12,0,16,0
,2088,89,81,88,0,10,0,14,0
,2096,88,79,87,0,20,0,16,0
,2104,89,80,88,0,16,0,16,0
,2112,78,70,75,0,32,11,22,0
,2120,88,78,84,0,7,22,8,0
,2128,96,85,90,0,7,4,0,0
,2136,95,85,92,0,11,2,0,0
,2144,86,78,84,0,18,8,0,0
,2152,80,71,77,0,14,14,15,0
,2160,76,67,72,0,17,20,21,0
,2168,81,73,76,0,21,18,6,0
,2176,89,79,84,0,9,5,9,0
,2184,84,75,83,2,2,20,12,2
,2192,84,75,80,0,21,7,7,0
,2200,86,77,83,0,26,6,0,0
,2208,86,77,84,0,26,4,2,0
,2216,80,71,78,0,22,5,27,0
,2224,75,67,72,0,33,6,26,0
,2232,80,72,78,0,28,0,30,0
,2240,79,71,78,0,23,6,33,0
,2248,86,77,83,0,12,2,28,0
,2256,85,77,84,0,12,0,28,0
,2264,87,79,86,0,11,0,11,0
,2272,84,76,83,0,18,0,13,0
,2280,86,77,85,0,17,0,5,0
,2288,89,80,87,0,7,6,6,0
,2296,74,66,72,0,10,17,33,0
,2304,82,73,77,0,2,5,25,0
,2312,89,80,87,0,8,0,16,0
,2320,83,75,82,0,22,0,20,0
,2328,83,75,82,0,24,0,24,0
,2336,85,77,84,0,19,7,16,0
,2344,84,74,81,0,6,2,32,0
,2352,79,71,77,4,10,1,39,4
,2360,80,71,76,0,19,16,13,0
,2368,81,72,76,0,6,22,13,0
,2376,81,72,76,0,26,1,26,0
,2384,84,76,83,0,22,0,26,0
,2392,87,78,86,0,14,0,25,0
,2400,87,78,86,0,0,7,24,0
,2408,90,81,88,0,3,2,16,0
,2416,91,82,89,0,3,0,17,0
,2424,84,76,83,0,11,0,28,0
,2432,88,79,87,0,10,0,20,0
,2440,83,75,82,0,24,0,27,0
,2448,77,69,75,0,28,5,35,0
,2456,83,75,80,0,14,25,10,0
,2464,88,77,81,0,8,22,7,0
,2472,86,77,82,0,6,19,15,0
,2480,87,77,82,0,18,9,12,0
,2488,86,76,81,0,20,13,9,0
,2496,91,81,86,0,12,0,15,0
,2504,86,78,84,0,11,0,27,0
,2512,90,81,89,0,9,0,12,0
,2520,77,69,75,2,34,3,22,2
,2528,75,68,74,0,15,11,42,0
,2536,77,69,74,0,14,16,38,0
,2544,94,83,89,0,5,0,13,0
,2552,88,79,86,0,6,12,18,0
,2560,90,80,87,0,14,10,6,0
,2568,89,80,85,0,32,0,0,0
,2576,91,82,89,0,20,1,5,0
,2584,75,68,74,0,21,18,26,0
,2592,81,72,75,0,8,13,27,0
,2600,85,77,83,0,7,15,13,0
,2608,82,73,78,0,15,14,17,0
,2616,78,70,74,0,15,11,34,0
,2624,83,73,78,0,0,6,45,0
,2632,90,81,87,0,0,0,31,0
,2640,83,75,82,0,8,0,38,0
,2648,82,73,80,0,2,2,42,0
,2656,79,71,78,0,13,8,39,0
,2664,92,82,89,0,16,0,8,0
,2672,84,75,82,0,28,3,8,0
,2680,86,77,84,0,11,12,7,0
,2688,77,68,74,4,8,15,24,4
,2696,78,69,74,0,12,3,37,0
,2704,84,75,83,0,21,0,19,0
,2712,93,83,91,0,14,0,8,0
,2720,95,85,92,0,3,4,8,0
,2728,82,73,80,0,3,14,29,0
,2736,81,72,78,0,15,1,31,0
,2744,83,75,81,0,8,7,28,0
,2752,82,74,79,0,20,7,11,0
,2760,83,74,80,0,15,12,12,0
,2768,82,73,79,0,15,9,29,0
,2776,80,73,78,0,14,8,31,0
,2784,90,80,87,0,0,8,14,0
,2792,85,76,82,0,7,4,18,0
,2800,82,74,80,0,18,7,21,0
,2808,84,75,81,0,22,7,14,0
,2816,85,77,83,0,15,2,16,0
,2824,88,80,86,0,17,1,5,0
,2832,74,66,71,0,21,7,34,0
,2840,79,70,77,0,15,6,26,0
,2848,82,73,80,0,23,0,20,0
,2856,77,70,76,2,27,0,30,2
,2864,75,67,74,0,34,0,33,0
,2872,90,81,89,0,6,0,13,0
,2880,87,78,86,0,8,0,17,0
,2888,73,65,72,0,27,7,38,0
,2896,81,72,78,0,18,0,31,0
,2904,78,70,77,0,13,7,36,0
,2912,79,71,77,0,13,8,33,0
,2920,91,81,87,0,0,7,14,0
,2928,84,75,81,0,8,4,36,0
,2936,81,73,80,0,9,6,41,0
,2944,86,78,85,0,15,0,25,0
,2952,86,78,85,0,24,0,11,0
,2960,88,79,86,0,16,5,7,0
,2968,85,76,83,0,8,17,16,0
,2976,76,68,72,0,17,18,36,0
,2984,78,70,73,0,25,8,29,0
,2992,78,70,75,0,22,2,32,0
,3000,85,77,84,0,6,8,24,0
,3008,89,80,86,0,16,0,18,0
,3016,91,82,90,0,15,0,13,0
,3024,94,84,93,4,0,0,15,4
,3032,82,74,81,0,10,4,34,0
,3040,74,66,72,0,22,6,41,0
,3048,82,73,80,0,8,7,29,0
,3056,92,83,89,0,5,1,13,0
,3064,85,76,84,0,11,8,8,0
,3072,83,74,79,0,7,17,11,0
,3080,81,72,77,0,18,15,6,0
,3088,86,77,82,0,17,5,13,0
,3096,82,73,80,0,12,7,34,0
,3104,79,71,77,0,16,1,44,0
,3112,76,68,75,0,11,8,37,0
,3120,84,75,81,0,9,7,15,0
,3128,83,75,81,0,20,8,6,0
,3136,86,78,84,0,13,2,15,0
,3144,85,77,83,0,37,4,2,0
,3152,86,78,84,0,18,9,14,0
,3160,81,72,79,0,33,1,22,0
,3168,92,82,90,0,16,2,6,0
,3176,83,74,81,0,12,4,27,0
,3184,80,72,79,0,26,2,22,0
,3192,83,75,82,2,26,5,9,2
,3200,83,75,82,0,9,0,30,0
,3208,84,75,82,0,9,13,18,0
,3216,85,75,81,0,14,2,21,0
,3224,78,70,76,0,21,4,25,0
,3232,82,74,80,0,6,8,31,0
,3240,86,77,83,0,13,0,21,0
,3248,88,79,86,0,22,0,10,0
,3256,91,82,90,0,13,0,13,0
,3264,84,76,83,0,18,0,28,0
,3272,86,78,85,0,8,0,33,0
,3280,84,75,83,0,21,0,27,0
,3288,87,78,85,0,15,7,17,0
,3296,87,78,85,0,9,7,16,0
,3304,82,73,78,0,19,8,10,0
,3312,81,72,78,0,14,22,12,0
,3320,89,78,82,0,0,4,28,0
,3328,90,80,87,0,11,6,14,0
,3336,86,78,84,0,22,0,19,0
,3344,76,69,75,0,26,8,36,0
,3352,84,74,81,0,11,5,32,0
,3360,86,78,84,4,6,11,19,4
,3368,87,78,84,0,18,8,12,0
,3376,93,83,90,0,4,2,14,0
,3384,81,73,79,0,17,8,32,0
,3392,78,69,75,0,23,9,33,0
,3400,91,81,88,0,16,10,1,0
,3408,88,78,83,0,13,5,18,0
,3416,79,72,78,0,9,8,44,0
,3424,85,77,83,0,11,1,31,0
,3432,89,79,87,0,17,0,17,0
,3440,88,79,86,0,12,0,25,0
,3448,89,80,88,0,14,4,14,0
,3456,90,81,88,0,0,10,21,0
,3464,86,77,83,0,12,8,21,0
,3472,86,77,83,0,11,2,27,0
,3480,87,77,84,0,6,11,13,0
,3488,78,69,75,0,19,21,17,0
,3496,83,74,78,0,17,11,18,0
,3504,90,80,86,0,6,3,17,0
,3512,88,80,86,0,7,4,17,0
,3520,91,81,88,0,12,3,5,0
,3528,81,72,79,2,30,8,9,2
,3536,83,75,81,0,18,8,14,0
,3544,81,72,79,0,18,1,23,0
,3552,84,76,82,0,21,5,14,0
,3560,86,77,83,0,16,12,6,0
,3568,84,75,81,0,38,0,5,0
,3576,90,80,87,0,21,5,0,0
,3584,88,78,85,0,14,7,8,0
,3592,80,71,77,0,23,7,21,0
,3600,85,76,81,0,6,2,30,0
,3608,77,70,76,0,20,16,32,0
,3616,85,75,81,0,25,3,15,0
,3624,82,74,80,0,30,5,12,0
,3632,92,82,90,0,7,0,2,0
,3640,87,79,86,0,1,7,12,0
,3648,83,75,81,0,14,0,16,0
,3656,85,77,84,0,11,5,2,0
,3664,85,76,82,0,6,9,12,0
,3672,81,72,77,0,24,0,17,0
,3680,85,77,84,0,15,0,14,0
,3688,86,78,85,0,8,0,16,0
,3696,82,74,82,4,20,0,11,4
,3704,84,76,83,0,13,0,12,0
,3712,85,76,82,0,10,15,4,0
,3720,79,70,75,0,23,9,20,0
,3728,81,72,76,0,14,3,30,0
,3736,87,78,85,0,14,5,12,0
,3744,82,74,80,0,33,6,13,0
,3752,88,79,86,0,24,0,11,0
,3760,79,70,78,0,18,0,45,0
,3768,81,73,80,0,20,0,35,0
,3776,93,83,91,0,22,0,0,0
,3784,90,81,88,0,25,6,0,0
,3792,89,80,85,0,11,4,19,0
,3800,83,75,81,0,18,8,24,0
,3808,83,75,81,0,34,4,11,0
,3816,82,74,81,0,35,14,3,0
,3824,88,78,83,0,23,8,6,0
,3832,96,86,93,0,3,8,0,0
,3840,85,76,82,0,19,7,11,0
,3848,78,70,76,0,13,3,25,0
,3856,75,67,74,0,6,8,35,0
,3864,82,73,79,2,15,0,18,2
,3872,88,79,85,0,11,6,4,0
,3880,90,80,87,0,14,2,6,0
,3888,88,80,86,0,17,10,0,0
,3896,85,75,79,0,21,16,6,0
,3904,83,73,78,0,14,17,20,0
,3912,88,78,83,0,14,6,17,0
,3920,88,78,84,0,16,4,10,0
,3928,82,75,81,0,23,0,22,0
,3936,86,77,84,0,7,8,18,0
,3944,87,78,84,0,8,7,20,0
,3952,83,75,82,0,19,8,22,0
,3960,87,78,84,0,21,0,17,0
,3968,80,72,78,0,42,0,17,0
,3976,85,76,84,0,16,0,22,0
,3984,84,75,83,0,14,0,26,0
,3992,91,82,90,0,6,0,11,0
,4000,85,75,83,0,12,4,13,0
,4008,76,68,74,0,31,12,18,0
,4016,85,77,82,0,15,6,17,0
,4024,87,78,84,0,12,5,21,0
,4032,88,78,84,4,5,9,22,4
,4040,75,66,71,0,18,25,31,0
,4048,85,75,79,0,21,2,22,0
,4056,86,76,83,0,25,2,14,0
,4064,85,77,84,0,8,7,21,0
,4072,93,83,90,0,6,0,8,0
,4080,91,82,89,0,3,0,16,0
,4088,72,64,70,0,43,4,33,0
,4096,80,72,78,0,28,5,25,0
,4104,89,80,86,0,5,15,12,0
,4112,85,76,81,0,16,21,6,0
,4120,81,71,75,0,25,14,11,0
,4128,79,70,74,0,25,10,19,0
,4136,84,75,80,0,18,6,18,0
,4144,78,70,76,0,19,13,17,0
,4152,79,70,76,0,29,2,6,0
,4160,86,78,85,0,24,0,6,0
,4168,86,77,85,0,11,0,30,0
,4176,88,79,87,0,6,0,29,0
,4184,86,77,85,0,12,3,17,0
,4192,85,76,83,0,22,5,10,0
,4200,89,79,87,2,16,0,8,2
,4208,90,81,89,0,15,0,8,0
,4216,84,76,82,0,19,3,19,0
,4224,81,73,80,0,25,6,17,0
,4232,87,78,84,0,8,1,27,0
,4240,80,71,77,0,23,16,21,0
,4248,82,73,78,0,16,17,19,0
,4256,76,66,72,0,33,19,14,0
,4264,86,76,80,0,24,3,7,0
,4272,92,83,89,0,5,6,8,0
,4280,89,79,87,0,15,2,15,0
,4288,92,83,91,0,1,0,14,0
,4296,90,81,89,0,15,0,6,0
,4304,89,79,87,0,20,0,13,0
,4312,74,66,72,0,28,6,30,0
,4320,79,71,77,0,20,8,19,0
,4328,83,75,80,0,22,7,13,0
,4336,83,75,81,0,18,8,18,0
,4344,88,78,85,0,8,10,3,0
,4352,86,77,82,0,3,3,15,0
,4360,80,71,77,0,0,14,32,0
,4368,88,79,86,4,2,8,17,4
,4376,82,73,80,0,20,0,32,0
,4384,84,76,83,0,17,0,28,0
,4392,86,78,85,0,16,0,16,0
,4400,89,79,87,0,14,0,18,0
,4408,96,86,94,0,6,0,7,0
,4416,82,74,81,0,27,0,26,0
,4424,86,77,83,0,10,7,24,0
,4432,87,78,85,0,8,19,12,0
,4440,83,73,77,0,16,11,24,0
,4448,83,74,80,0,0,19,31,0
,4456,89,78,82,0,0,0,34,0
,4464,89,80,86,0,0,8,22,0
,4472,87,78,83,0,7,2,22,0
,4480,81,74,80,0,17,8,15,0
,4488,82,73,77,0,10,11,8,0
,4496,89,79,84,0,3,17,1,0
,4504,90,79,84,0,15,4,3,0
,4512,85,76,82,0,18,15,8,0
,4520,80,71,77,0,37,10,13,0
,4528,83,75,80,0,22,1,27,0
,4536,89,79,87,2,11,0,17,2
,4544,86,77,85,0,15,0,5,0
,4552,84,75,83,0,3,0,12,0
,4560,68,61,67,0,21,6,44,0
,4568,83,74,80,0,16,1,17,0
,4576,89,80,88,0,7,0,17,0
,4584,86,77,85,0,4,6,29,0
,4592,85,77,84,0,11,8,19,0
,4600,82,72,77,0,23,8,15,0
,4608,78,70,74,0,14,24,19,0
,4616,81,71,75,0,18,10,23,0
,4624,80,72,76,0,16,8,26,0
,4632,85,76,82,0,5,13,19,0
,4640,91,81,88,0,0,4,20,0
,4648,89,79,87,0,7,0,27,0
,4656,80,72,79,0,26,5,22,0
,4664,78,70,76,0,29,6,22,0
,4672,91,81,88,0,12,0,8,0
,4680,91,83,90,0,15,0,7,0
,4688,90,81,88,0,9,0,22,0
,4696,81,74,80,0,27,0,23,0
,4704,85,76,83,4,8,7,21,4
,4712,83,74,80,0,8,12,19,0
,4720,77,69,74,0,4,13,32,0
,4728,75,68,72,0,21,8,23,0
,4736,88,79,84,0,8,1,6,0
,4744,87,78,85,0,4,13,8,0
,4752,88,78,83,0,18,7,4,0
,4760,84,74,80,0,6,19,15,0
,4768,79,70,75,0,26,16,17,0
,4776,84,74,80,0,29,3,15,0
,4784,86,78,84,0,20,0,21,0
,4792,86,77,85,0,13,8,20,0
,4800,91,81,87,0,3,13,11,0
,4808,76,68,72,0,22,13,28,0
,4816,84,74,81,0,21,6,12,0
,4824,81,73,79,0,14,9,23,0
,4832,76,68,74,0,7,12,42,0
,4840,83,74,80,0,0,5,34,0
,4848,88,78,85,0,6,2,20,0
,4856,84,75,82,0,21,7,11,0
,4864,89,79,86,0,11,7,8,0
,4872,85,76,82,2,4,6,31,2
,4880,81,72,78,0,19,3,35,0
,4888,81,73,79,0,25,9,21,0
,4896,88,78,84,0,8,15,14,0
,4904,85,76,81,0,6,3,27,0
,4912,84,77,83,0,4,0,34,0
,4920,85,76,83,0,11,5,21,0
,4928,86,78,84,0,6,3,23,0
,4936,82,73,80,0,13,5,32,0
,4944,81,73,80,0,24,8,25,0
,4952,85,75,82,0,28,1,16,0
,4960,83,74,81,0,15,1,29,0
,4968,74,66,72,0,36,11,21,0
,4976,86,77,83,0,14,11,9,0
,4984,87,77,83,0,23,7,6,0
,4992,87,78,84,0,21,10,7,0
,5000,92,82,89,0,10,7,8,0
,5008,86,77,84,0,6,0,35,0
,5016,81,73,80,0,19,0,38,0
,5024,79,70,77,0,29,12,22,0
,5032,82,72,78,0,23,20,11,0
,5040,77,68,72,4,25,32,6,4
,5048,84,74,76,0,19,7,20,0
,5056,81,73,78,0,25,14,18,0
,5064,84,75,80,0,20,8,19,0
,5072,92,82,88,0,17,0,8,0
,5080,83,75,81,0,35,7,8,0
,5088,76,68,74,0,51,11,2,0
,5096,85,76,83,0,29,4,2,0
,5104,91,81,88,0,12,0,8,0
,5112,92,84,91,0,8,0,6,0
,5120,88,79,86,0,0,4,23,0
,5128,77,69,75,0,15,2,34,0
,5136,83,74,81,0,2,7,31,0
,5144,81,72,78,0,25,1,24,0
,5152,78,71,77,0,43,2,19,0
,5160,86,78,85,0,16,15,10,0
,5168,92,81,86,0,12,0,13,0
,5176,87,78,85,0,9,7,15,0
,5184,83,75,82,0,11,5,14,0
,5192,79,71,76,0,17,1,20,0
,5200,85,77,83,0,9,11,6,0
,5208,82,73,78,2,29,2,8,2
,5216,83,75,82,0,30,14,0,0
,5224,82,74,79,0,23,2,27,0
,5232,87,78,86,0,12,2,25,0
,5240,93,83,90,0,8,9,4,0
,5248,88,78,83,0,6,17,14,0
,5256,81,72,75,0,13,15,29,0
,5264,75,67,71,0,22,12,38,0
,5272,74,66,71,0,10,6,46,0
,5280,80,72,78,0,16,0,26,0
,5288,86,77,85,0,22,0,12,0
,5296,92,82,91,0,20,0,2,0
,5304,94,85,92,0,14,5,0,0
,5312,91,82,89,0,20,3,3,0
,5320,84,76,82,0,29,6,8,0
,5328,78,71,76,0,28,10,18,0
,5336,67,59,64,0,51,14,25,0
,5344,84,75,79,0,20,8,10,0
,5352,84,75,82,0,15,15,15,0
,5360,80,70,74,0,14,10,36,0
,5368,84,76,83,0,5,16,22,0
,5376,87,77,82,4,1,6,19,4
,5384,77,69,75,0,27,5,19,0
,5392,79,71,77,0,21,4,18,0
,5400,80,72,79,0,12,8,20,0
,5408,89,80,86,0,4,1,13,0
,5416,91,82,89,0,11,0,9,0
,5424,89,80,87,0,11,0,22,0
,5432,79,71,77,0,25,4,25,0
,5440,83,74,80,0,25,3,7,0
,5448,83,74,82,0,12,14,8,0
,5456,85,76,80,0,9,17,6,0
,5464,85,76,82,0,0,28,12,0
,5472,90,79,84,0,5,6,11,0
,5480,72,64,69,0,52,4,16,0
,5488,79,71,77,0,22,2,23,0
,5496,81,73,80,0,8,0,24,0
,5504,83,75,81,0,3,13,20,0
,5512,93,83,90,0,0,5,11,0
,5520,88,79,86,0,14,2,13,0
,5528,84,75,82,0,18,5,21,0
,5536,77,69,75,0,13,15,40,0
,5544,83,74,80,2,6,8,26,2
,5552,80,72,78,0,13,5,24,0
,5560,75,68,74,0,18,8,28,0
,5568,86,77,83,0,17,0,16,0
,5576,95,85,93,0,3,0,5,0
,5584,89,80,88,0,13,0,9,0
,5592,82,73,81,0,12,0,31,0
,5600,85,77,84,0,12,0,24,0
,5608,75,67,74,0,33,0,23,0
,5616,82,74,81,0,15,3,18,0
